Rank,Corridor Name,Road Type,Number of Links,Total Passenger Count Equivalent,Total DAC-Originating Passenger Count Equivalent,avg_composite,p75_composite,Share of Passenger Count Equivalent Originating from DACs ,pct_dac_pce,pct_dac_share,Corridor Composite DAC Score
4081,Fineview Street,tertiary,9,2369,385,52.983053553148025,60.03178328892304,16%,69.26753362231855,43.00322329665444,56.14
4082,Lindero Canyon Road,secondary,12,1047,228,24.05015578,24.050155784057402,22%,62.67089029676559,49.59430921,56.13
4083,Palos Verdes Drive North,secondary,13,14927,1122,39.57502982996438,69.94015052164688,8%,80.80471268,31.443814604868294,56.12
4084,Beryl Street,secondary,9,3165,456,28.671482653999753,43.37103335365904,14%,71.39046348782928,40.84694898299433,56.12
4085,North Baldwin Avenue,secondary,13,5327,616,32.43612660884226,54.31141776021784,12%,74.73602311881739,37.50138935200623,56.12
4086,"['Vandergrift Lane', 'Matthews Place']",residential,1,296,98,62.20064819532732,62.20064819532732,33%,49.57207958208292,62.631988440591314,56.10
4087,Iredell Street,residential,2,3967,520,41.29801949597801,55.17313748256304,13%,72.87984883850173,39.324219184172506,56.10
4088,Maltman Avenue,residential,7,444,128,49.55278460273574,53.39195770024307,29%,54.10136712237412,58.09714349227521,56.10
4089,Kareem Court,tertiary,2,74,36,58.14525088333319,58.14525088333319,49%,36.32877625875292,75.85861953984661,56.09
4090,3rd Street,residential,29,16870,1204,36.31710617539698,61.26803210905719,7%,81.52717572524175,30.65466266533289,56.09
4091,West Holt Avenue,primary,26,615,161,31.56146771777802,47.69539831435803,26%,57.30799155,54.87384683783484,56.09
4092,South Glenoaks Boulevard,secondary,19,7931,776,36.79177824193283,53.98648479330421,10%,77.00900300100034,35.167277981549404,56.09
4093,Lynn Court,residential,1,373,114,61.89054186122272,61.89054186122272,31%,52.15071690563521,60.01444926086473,56.08
4094,"['East Nanette Avenue', 'Leanna Drive']",residential,1,373,114,61.89054186122272,61.89054186122272,31%,52.15071690563521,60.01444926086473,56.08
4095,Domino Street,residential,1,221,79,62.06198785469064,62.06198785469064,36%,46.67667000111148,65.48849616538847,56.08
4096,Verdura Avenue,residential,2,1904,336,45.540629150413054,61.53705196421561,18%,67.74480382349672,44.42036234300322,56.08
4097,"['South Soto Street', 'Soto Street']",secondary,1,368,113,61.89659780983486,61.89659780983486,31%,51.91730576858953,60.23674558186062,56.08
4098,West Live Oak Street,residential,2,32,20,59.11775270011778,59.11775270011778,63%,29.68211626097588,82.47193508947427,56.08
4099,London Street,residential,5,440,127,37.41548819298846,56.878931145952535,29%,53.967989329776586,58.130487940424594,56.05
4100,Avenida Entrada,residential,5,380,115,51.35778544400544,51.35778544400544,30%,52.328553962431926,59.764365899744355,56.05
4101,East Camino Real,tertiary,4,404,120,35.428969987553984,57.310156452300006,30%,53.051017005668555,59.04190285650772,56.05
4102,Foster Drive,residential,3,1956,341,54.51704157861179,55.46810394513729,17%,67.87262420806935,44.21473824608203,56.04
4103,Goshen Avenue,residential,3,747,183,37.80053515095322,49.926910965025854,24%,59.26975658552851,52.81760586862288,56.04
4104,Yacht Harbor Drive,residential,10,13755,1060,37.73336284738174,61.91894217195553,8%,80.21562743136602,31.843947982660886,56.03
4105,Calmada Avenue,tertiary,36,860,201,26.274910599348647,50.495126005496296,23%,60.75358452817606,51.29487606980104,56.02
4106,Albatross Road,residential,1,346,108,61.87655053167053,61.87655053167053,31%,51.255974213626764,60.78692897632544,56.02
4107,East Las Tunas Drive,primary,30,20004,1309,45.019518252768336,48.973673329602306,7%,82.2051795,29.82105146159831,56.01
4108,Woodstock Road,residential,6,498,138,49.92273444874161,49.92273444874161,28%,55.23507835945315,56.78559519839946,56.01
4109,West Louise Street,residential,1,66,33,62.12004143104154,62.12004143104154,50%,35.20062242969878,76.81449372012892,56.01
4110,Dovey Avenue,residential,1,80,38,62.11711786964257,62.11711786964257,48%,36.934533733466715,75.04168056018673,55.99
4111,Ankerton Street,residential,1,80,38,62.11711786964257,62.11711786964257,48%,36.934533733466715,75.04168056018673,55.99
4112,Pantheon Street,residential,1,11,9,61.69173968609304,61.69173968609304,82%,23.324441480493498,88.62954318106036,55.98
4113,Brink Avenue,residential,1,11,9,61.69173968609304,61.69173968609304,82%,23.324441480493498,88.62954318106036,55.98
4114,Bayla Street,residential,1,11,9,61.69173968609304,61.69173968609304,82%,23.324441480493498,88.62954318106036,55.98
4115,East 23rd Street,residential,16,5419,615,44.11929540082026,62.09748824310665,11%,74.71379348671779,37.23463376681116,55.97
4116,South Elm Drive,residential,10,9257,847,32.20284086637654,54.454359030045865,9%,77.85928642880961,34.07802600866955,55.97
4117,Lincoln Avenue,secondary,72,143278,3574,27.675395121643355,41.49170543865951,2%,90.43014338112704,21.50716905635212,55.97
4118,Val Verde Place,residential,3,2005,344,42.924424545664635,57.61274505709298,17%,67.97265755,43.95909747693676,55.97
4119,Laurel Street,residential,8,1715,312,45.544205292481436,68.63540683445125,18%,66.93897965988663,44.99277536956763,55.97
4120,Calabasas Road,tertiary,18,27907,1554,29.73338512213526,62.10458832078986,6%,83.69456485495165,28.19828831832833,55.95
4121,East Avenue I,secondary,11,488,136,40.66791607784115,50.86704478,28%,54.923863510058915,56.96343225519618,55.94
4122,"['West 130th Street', 'East 130th Street']",tertiary,1,35,21,62.24491926794022,62.24491926794022,60%,30.23785706,81.63832389,55.94
4123,West 130th Street,tertiary,1,35,21,62.24491926794022,62.24491926794022,60%,30.23785706,81.63832389,55.94
4124,East Temple Avenue,secondary,10,5850,640,48.83224604692734,50.27189121010383,11%,75.14727131265978,36.67889296432144,55.91
4125,5th Street,secondary,3,2781,417,55.29331673864197,55.29331673864197,15%,70.27342447482494,41.53606757808158,55.90
4126,Raymond Avenue,residential,52,6670,690,50.18572245057415,63.12407594577212,10%,75.90863621207069,35.86751139268645,55.89
4127,West Chandler Boulevard,tertiary,8,4256,532,38.36401680630152,63.180250089795095,13%,73.13548961,38.635100589085255,55.89
4128,Outpost Drive,residential,6,97,44,61.82657155346916,63.12407594577212,45%,38.52950984,73.23552295209514,55.88
4129,South Shadydale Avenue,residential,1,75,36,61.93272467569352,61.93272467569352,48%,36.32877625875292,75.41958430587974,55.87
4130,West Farlington Street,residential,1,75,36,61.93272467569352,61.93272467569352,48%,36.32877625875292,75.41958430587974,55.87
4131,"['South Shadydale Avenue', 'West Randall Way']",residential,1,75,36,61.93272467569352,61.93272467569352,48%,36.32877625875292,75.41958430587974,55.87
4132,North Bonnie Brae Street,residential,3,367,112,53.06813847100523,62.08339250064736,31%,51.75058352784262,59.96443258864066,55.86
4133,Lehigh Avenue,residential,3,181,68,63.25883820454349,66.68518255552678,38%,44.39257530287874,67.32244081360453,55.86
4134,West Crest Way,residential,2,3710,490,44.00210496420725,59.22926568,13%,72.32410804,39.37979326442147,55.85
4135,Council Street,residential,4,48,26,51.68543314650384,59.27833975124669,54%,32.53306657774814,79.17083472268533,55.85
4136,Bimini Place,residential,1,216,77,61.84710609186665,61.84710609186665,36%,46.29320884739357,65.39402022896522,55.84
4137,South Isabel Street,residential,1,216,77,61.84710609186665,61.84710609186665,36%,46.29320884739357,65.39402022896522,55.84
4138,South Vincent Avenue,tertiary,2,350,108,55.49065713307216,59.68941336652272,31%,51.255974213626764,60.43125486273202,55.84
4139,East 229th Place,residential,4,16,12,57.19425812541243,57.19425812541243,75%,25.39735467378015,86.28431699455375,55.84
4140,Starlight Crest Drive,residential,3,10107,876,57.33605085326227,57.33605085326228,9%,78.24274758,33.40002223,55.82
4141,Forest Green Drive,residential,3,10107,876,57.33605085326227,57.33605085326228,9%,78.24274758,33.40002223,55.82
4142,Harold Way,residential,1,162,63,62.05217304142269,62.05217304142269,39%,43.32555296209848,68.30610203401135,55.82
4143,Crest Road,secondary,13,2415,380,29.70476527657212,63.83032484943659,16%,69.07858174947205,42.50305657,55.79
4144,South Spaulding Avenue,tertiary,2,204,74,37.82002556027966,49.95614657901551,36%,45.654106924530396,65.92197399133045,55.79
4145,Culver Boulevard,primary,21,23295,1382,34.31968726246063,49.37394020899288,6%,82.71646104256975,28.85406247,55.79
4146,White Avenue,secondary,40,17633,1193,40.83715136530317,67.47621473976128,7%,81.42714238,30.13226631099255,55.78
4147,Ximeno Avenue,tertiary,40,31936,1640,39.494730280578366,65.49675484684715,5%,84.15582972101812,27.38690674669334,55.77
4148,Woodcliff Road,residential,20,4757,559,32.19858081976661,44.20654543632065,12%,73.75791930643548,37.768144937201285,55.76
4149,San Angelo Avenue,residential,2,132,54,57.37363949982041,57.37363949982041,41%,41.29154162,70.22340780260087,55.76
4150,Patricia Avenue,tertiary,7,860,198,48.67470188623408,50.929796937778264,23%,60.51461598310548,50.95031677225742,55.73
4151,Nichols Canyon Road,residential,6,222,78,50.98127250098148,50.98127250098148,35%,46.50994776036457,64.94942758697344,55.73
4152,South Ditman Avenue,tertiary,1,108,47,61.930218765922966,61.930218765922966,44%,39.36312104034678,72.09069689896633,55.73
4153,Anza Avenue,secondary,73,25264,1432,24.315300203985633,33.23024298971741,6%,83.01656108,28.431699455374016,55.72
4154,Loma Verde Avenue,residential,10,4748,557,38.922082912201276,60.12638138276101,12%,73.70234522618651,37.734800489051906,55.72
4155,Seabright Avenue,residential,3,51,27,56.36647259787666,56.36647259787666,53%,32.949872179615426,78.48727353562298,55.72
4156,W.C. Fields Drive,unclassified,4,623,160,58.21959287319261,62.50010441,26%,57.20795820829166,54.21807269089697,55.71
4157,West Mountain Street,secondary,13,7877,751,37.91958728,55.970747679945205,10%,76.77003445592976,34.655996443258864,55.71
4158,Webb Way,unclassified,3,1489,282,49.662050224000495,57.05163009430574,19%,65.58852950983662,45.837501389352006,55.71
4159,Hadley Street,residential,8,2762,410,40.931425779129114,63.87553563821345,15%,70.05112815382905,41.369345337334664,55.71
4160,Lincoln Boulevard,tertiary,8,11946,955,39.80157371,67.02875322635883,8%,79.01522729798822,32.39968879,55.71
4161,Rhode Island Avenue,residential,1,175,66,61.815573393920666,61.815573393920666,38%,43.95909747693676,67.44470379015227,55.70
4162,West Rowland Street,secondary,22,8490,785,27.591091718575697,56.514738925967066,9%,77.17016783372235,34.23363343336668,55.70
4163,Parkway Drive,tertiary,2,352,108,57.01404145,57.01404145,31%,51.255974213626764,60.147827053462265,55.70
4164,Chestnut Avenue,residential,4,20,14,56.62301511063592,58.65227996023957,70%,26.581082583083248,84.80048905,55.69
4165,Bowdoin Street,residential,6,840,195,33.30040846,53.937462933417976,23%,60.231188173835726,51.150383461153716,55.69
4166,Heather Avenue,residential,1,20,14,62.09748824310665,62.09748824310665,70%,26.581082583083248,84.80048905,55.69
4167,North Evergreen Avenue,residential,2,20,14,61.36158607,62.964950675342685,70%,26.581082583083248,84.80048905,55.69
4168,"['Mulholland Highway', 'Canyon Lake Drive']",residential,1,119,50,61.726822422880616,61.726822422880616,42%,40.23563410025564,71.14038013,55.69
4169,Durand Drive,residential,1,119,50,61.726822422880616,61.726822422880616,42%,40.23563410025564,71.14038013,55.69
4170,Rodgerton Drive,residential,1,119,50,61.726822422880616,61.726822422880616,42%,40.23563410025564,71.14038013,55.69
4171,Vernon Avenue,residential,5,2439,380,52.13561983678174,54.13475112139462,16%,69.07858174947205,42.28076025,55.68
4172,"['Claude Street', 'West Claude Street']",residential,2,24,16,59.14688390120034,63.141043043176836,67%,27.664777147938203,83.68900744692675,55.68
4173,"['East Gardena Boulevard', 'Claude Street']",tertiary,2,24,16,59.14688390120034,63.141043043176836,67%,27.664777147938203,83.68900744692675,55.68
4174,Cade Street,residential,2,24,16,58.98493948227904,58.98493948227904,67%,27.664777147938203,83.68900744692675,55.68
4175,Cecilia Street,residential,19,5692,618,42.341664970414875,67.24473132470743,11%,74.76381015894187,36.5677448,55.67
4176,Palo Comado Canyon Road,tertiary,4,970,212,35.30805984112532,57.06833615944269,22%,61.65944204,49.672112926531064,55.67
4177,Silverwood Drive,residential,2,254,86,57.09694529598971,57.09694529598971,34%,47.671446037568074,63.654551517172386,55.66
4178,Woodlawn Avenue,tertiary,1,22,15,62.13236215408004,62.13236215408004,68%,27.07013449,84.23919084139158,55.65
4179,East Lincoln Avenue,tertiary,4,246,84,44.230769230769226,74.91375494,34%,47.37690341224853,63.926864510392356,55.65
4180,North Sunol Drive,residential,1,76,36,61.74436379127442,61.74436379127442,47%,36.32877625875292,74.93053239968879,55.63
4181,North Barranca Avenue,secondary,38,27636,1496,38.71424517381562,50.427100996516785,5%,83.39446482,27.864843836834503,55.63
4182,Irene Street,residential,2,436,124,56.67156711244017,56.67156711244017,28%,53.59564299210848,57.64143603423363,55.62
4183,Edderton Avenue,residential,2,96,43,57.32759340778669,58.84664458681724,45%,38.30165610759142,72.89096365455153,55.60
4184,Sheridan Street,residential,7,431,123,48.97955774272422,50.29820326269453,29%,53.467822607535844,57.72479715460709,55.60
4185,Edison Boulevard,residential,4,431,123,38.25271264732662,46.96774476473684,29%,53.467822607535844,57.72479715460709,55.60
4186,West Oliver Street,residential,3,93,42,54.85255505344549,57.30326520043103,45%,38.046015338446146,73.13548961,55.59
4187,"['South Spaulding Avenue', 'Thurman Avenue']",tertiary,2,203,73,37.67666663882322,49.74110819683086,36%,45.51517172390797,65.66633322218517,55.59
4188,East Los Amigos Avenue,residential,12,1404,270,44.443980387079534,75.34017725135111,19%,65.03834612,46.12648660664666,55.58
4189,West Foothill Boulevard,secondary,64,68404,2345,33.252753759908785,45.42922057853104,3%,87.54029121,23.607869289763254,55.57
4190,"['Grevelia Street', 'Clark Place']",tertiary,2,6224,648,60.37467528,61.35041389276377,10%,75.23618984105813,35.90641324886073,55.57
4191,Meridian Street,residential,19,1332,261,34.17346522918304,57.09088934737757,20%,64.57708124930532,46.55996443258864,55.57
4192,Willow Avenue,tertiary,34,13296,1004,40.480736678509956,67.00740078685567,8%,79.54873846837835,31.554962765366234,55.55
4193,Telechron Avenue,residential,6,267,89,50.75152930104608,48.93206479,33%,48.143825719684344,62.94876069801045,55.55
4194,East Millridge Drive,residential,2,551,145,56.568302747312416,56.85444632,26%,55.957541402689785,55.135045015005005,55.55
4195,West 41st Place,residential,8,82,38,59.915310691046386,61.52384373146671,46%,36.934533733466715,74.15805268422807,55.55
4196,Wentworth Street,secondary,20,11260,906,38.77135243950316,62.39882389301436,8%,78.57063465599644,32.51083694564855,55.54
4197,Selby Avenue,residential,1,396,116,61.314182613998014,61.314182613998014,29%,52.48416138712905,58.563965766366564,55.52
4198,Fashion Avenue,residential,17,1752,306,36.98170047,55.11539714493347,17%,66.75002778704012,44.29254195843059,55.52
4199,Hunters Trail,residential,4,1157,236,48.22409306948887,54.22684330546205,20%,63.254418139379794,47.77147938201623,55.51
4200,Mayflower Avenue,residential,4,44,24,55.30689041656573,55.30689041656573,55%,31.677225741913972,79.34867177948205,55.51
4201,West Lowen Street,residential,2,44,24,58.10995932073139,58.10995932073139,55%,31.677225741913972,79.34867177948205,55.51
4202,Via Campesina,tertiary,24,14407,1044,34.66364948169433,53.98126414794891,7%,80.03779037,30.98810714682672,55.51
4203,East Lomita Boulevard,unclassified,1,13,10,61.47581379419798,61.47581379419798,77%,24.04690452373013,86.96787818,55.51
4204,"['Via Veranada', 'East Via Wanda']",residential,1,13,10,61.47581379419798,61.47581379419798,77%,24.04690452373013,86.96787818,55.51
4205,Club View Drive,residential,8,818,190,40.41800141,48.656571330721626,23%,59.842169612092924,51.172613093253304,55.51
4206,Trinity Street,residential,5,184,68,53.652739377030834,63.32872524369972,37%,44.39257530287874,66.61109259,55.50
4207,Mariondale Avenue,residential,3,450,126,49.28407550027705,57.37165565,28%,53.81793931310437,57.18017116816717,55.50
4208,West 46th Street,residential,1,52,27,61.60779170877987,61.60779170877987,52%,32.949872179615426,78.03712349,55.49
4209,East Washington Boulevard,secondary,95,46725,1930,29.84797700542024,42.10304301,4%,85.73969100811382,25.230632433033236,55.49
4210,Tracy Street,residential,19,4556,535,35.80926377689841,59.64608201007376,12%,73.21885072802044,37.745915305101704,55.48
4211,Hollyridge Loop,residential,1,283,92,61.54577044195895,61.54577044195895,33%,48.73291097032344,62.231855062798715,55.48
4212,Stanbridge Avenue,residential,1,88,40,61.670648278857634,61.670648278857634,45%,37.51250416805602,73.41336000889184,55.46
4213,"['Wyandotte Street', 'Allott Avenue']",residential,1,34,20,61.69006907957935,61.69006907957935,59%,29.68211626097588,81.23819051,55.46
4214,North Elm Avenue,residential,2,34,20,58.32859995,58.32859995,59%,29.68211626097588,81.23819051,55.46
4215,Ida Avenue,residential,14,11604,915,34.30495012642911,59.23866284654643,8%,78.67622540846949,32.23296654440369,55.45
4216,East Glenarm Street,tertiary,12,10277,861,32.11239840624139,59.69771419263764,8%,78.02600866955652,32.83316661109259,55.43
4217,Rancho Valley Drive,tertiary,1,268,89,61.62282716740313,61.62282716740313,33%,48.143825719684344,62.70423474491496,55.42
4218,Howsler Place,residential,1,268,89,61.62282716740313,61.62282716740313,33%,48.143825719684344,62.70423474491496,55.42
4219,West Lexington Avenue,tertiary,1,268,89,61.62282716740313,61.62282716740313,33%,48.143825719684344,62.70423474491496,55.42
4220,Auto Center Drive,residential,1,268,89,61.62282716740313,61.62282716740313,33%,48.143825719684344,62.70423474491496,55.42
4221,Murchison Street,residential,3,131,53,56.710617539697786,62.15449769038649,40%,40.974769367566964,69.85661887295765,55.42
4222,Folsom Street,residential,5,47,25,53.376880476456975,65.17516309,53%,32.2051795,78.59286428809604,55.40
4223,Magic Mountain Parkway,primary,34,34414,1650,28.671857994515495,41.68017074,5%,84.19473158,26.59775480715794,55.40
4224,"['Middlebury Street', 'North Juanita Avenue']",residential,1,148,58,61.611550573435686,61.611550573435686,39%,42.164054684894964,68.61175947538068,55.39
4225,West 5th Street,residential,23,10747,872,28.069421690501258,47.47738416432087,8%,78.18717350227854,32.57752584194731,55.38
4226,Paramount Boulevard,residential,1,77,36,61.53741740939048,61.53741740939048,47%,36.32877625875292,74.43036567744804,55.38
4227,Hardwick Street,residential,1,77,36,61.53741740939048,61.53741740939048,47%,36.32877625875292,74.43036567744804,55.38
4228,"['Dover Road', 'North Elspeth Way', 'West Front Street']",residential,1,185,68,61.565191242680655,61.565191242680655,37%,44.39257530287874,66.35545181727242,55.37
4229,West Burdick Drive,secondary,2,254,85,51.247629827008694,56.37352046910631,33%,47.57141269311993,63.14326997888185,55.36
4230,Yucca Street,residential,10,2824,406,23.557556570913068,13.547783522807954,14%,69.86773368900745,40.83583416694454,55.35
4231,Del Amo Street,secondary,10,6860,670,40.76697545043728,67.98616737806661,10%,75.54184728242748,35.156163165499606,55.35
4232,Daventry Street,residential,1,128,52,61.41421017900549,61.41421017900549,41%,40.69689896632211,70.00111148160498,55.35
4233,"['Sunset Boulevard', 'West Sunset Boulevard']",secondary,1,322,100,61.27742927069673,61.27742927069673,31%,49.96665555185062,60.675780815827494,55.32
4234,Pico Canyon Road,unclassified,5,9983,837,42.70053542938764,62.13570336710743,8%,77.76481049238635,32.87206846726687,55.32
4235,Whispering Oaks Road,residential,5,9983,837,42.70053542938764,62.13570336710743,8%,77.76481049238635,32.87206846726687,55.32
4236,Centennial Way,tertiary,1,900,199,60.64197231805007,60.64197231805007,22%,60.62020673557853,50.00555740802489,55.31
4237,Kenningston Road,residential,2,5378,581,38.67965702448274,51.24559377532013,11%,74.12470823607869,36.49549849949983,55.31
4238,Parker,residential,2,5378,581,38.67965702448274,51.24559377532013,11%,74.12470823607869,36.49549849949983,55.31
4239,Paradise Road,residential,2,5378,581,38.67965702448274,51.24559377532013,11%,74.12470823607869,36.49549849949983,55.31
4240,Wonderland Avenue,residential,4,444,124,51.64763567413149,52.59278130925432,28%,53.59564299210848,57.01900633544514,55.31
4241,Huston Street,residential,26,7130,683,38.32829956030922,65.83755857564088,10%,75.73079915527397,34.844948316105366,55.29
4242,"['North Sunset Avenue', 'Sunset Avenue']",primary,2,1608,287,63.07134742768362,71.15619544425604,18%,65.93308880738023,44.62598643992442,55.28
4243,Shade Lane,residential,2,108,46,55.3609763,58.02141717550557,43%,39.046348782927645,71.50161164832723,55.27
4244,North Brand Boulevard,primary,3,3011,420,40.42512759257249,53.86379962745475,14%,70.36790041,40.16894520395687,55.27
4245,Crandall Street,residential,2,290,93,53.10743252837943,58.28396343042341,32%,48.91630543514505,61.620540180060026,55.27
4246,Mary Bell Avenue,residential,2,10,8,58.65227996023957,58.65227996023957,80%,22.51305990885851,87.98488385017228,55.25
4247,Gardenia Avenue,residential,2,69,33,55.86445534051137,58.21740020214339,48%,35.20062242969878,75.29176392,55.25
4248,North Robertson Boulevard,secondary,8,7157,684,39.83459429320815,57.81509727106426,10%,75.76414360342336,34.72268533955763,55.24
4249,Wish Avenue,residential,1,139,55,61.43112506995665,61.43112506995665,40%,41.569412026230964,68.90074469267533,55.24
4250,North Aspan Avenue,residential,1,588,150,60.757452993309215,60.757452993309215,26%,56.40213404468156,54.05690785817495,55.23
4251,Lowell Avenue,secondary,1,291,93,61.32504155633703,61.32504155633703,32%,48.91630543514505,61.53162165166166,55.22
4252,"['Flat Peak Lane', 'Glen Creek Road']",residential,1,19,13,61.45200765137784,61.45200765137784,68%,26.14204734911637,84.30587973769033,55.22
4253,"['Mountain Creek Road', 'Canyon Creek Road']",residential,1,19,13,61.45200765137784,61.45200765137784,68%,26.14204734911637,84.30587973769033,55.22
4254,Susan Way,residential,1,503,135,60.83409206712497,60.83409206712497,27%,54.79048571746138,55.61853951317106,55.20
4255,South Mullen Avenue,residential,14,4413,515,41.15710681977378,70.98067734741097,12%,72.72424141,37.67922640880293,55.20
4256,Ocean Avenue,tertiary,26,9260,789,30.707988583332103,44.60101739936684,9%,77.23685673002112,33.166611092586415,55.20
4257,Civic Center Drive,residential,3,2341,359,37.946086743458885,50.14523835378434,15%,68.40613537845948,41.99177503612315,55.20
4258,North Hollenbeck Avenue,secondary,20,3416,446,37.640550214255285,47.579499987470456,13%,71.10703567855951,39.29087473602312,55.20
4259,Addison Street,residential,30,7096,678,32.68155316287578,57.442343192696114,10%,75.67522507502501,34.71157052350783,55.19
4260,Hickory Street,residential,5,17,12,42.79204290117527,63.12407594577212,71%,25.39735467378015,84.97832611,55.19
4261,West Kirkwall Road,residential,2,363,108,37.61318359130283,49.64588362555026,30%,51.255974213626764,59.10859175,55.18
4262,Gould Avenue,secondary,16,18519,1153,35.79959665293985,55.395850213419976,6%,81.09369789929977,29.26531065910859,55.18
4263,East Route 66,primary,39,11326,880,28.91239446532346,47.84324699082002,8%,78.30387907080137,32.044014671557186,55.17
4264,Humphreys Avenue,tertiary,2,78,36,57.30326520043103,57.30326520043103,46%,36.32877625875292,74.00800266755584,55.17
4265,East Anaheim Road,secondary,3,176,65,46.30635860682554,50.45649322986711,37%,43.742358563965766,66.58886295,55.17
4266,17th Street East,residential,19,960,206,32.78145433,47.84992942,21%,61.10925864176948,49.20529065,55.16
4267,Leibacher Avenue,residential,16,4794,537,47.584642323145424,63.272029035141216,11%,73.27442480826943,37.02345226186507,55.15
4268,Southall Lane,residential,2,96,42,57.15666948,57.15666948,44%,38.046015338446146,72.24630432366345,55.15
4269,Tina Street,residential,3,40,22,55.37086072,57.52858825,55%,30.688007113482275,79.59319773257752,55.14
4270,Graves Avenue,tertiary,22,2779,397,29.708367156787176,51.22685165849461,14%,69.62876514393686,40.641324886073136,55.14
4271,Mountain Avenue,tertiary,21,7115,676,32.74557816,49.70680855684656,10%,75.64188062687562,34.622651995109486,55.13
4272,North San Dimas Avenue,secondary,25,6277,624,31.383704904065418,47.6985307,10%,74.91941758363899,35.345115038346115,55.13
4273,Hacienda Drive,residential,3,389,113,47.07288856,51.106463576601485,29%,51.91730576858953,58.31943981327109,55.12
4274,East Los Arcos Street,residential,2,983,209,42.05386453,56.306905034372726,21%,61.353784594864955,48.88296098699566,55.12
4275,Military Avenue,tertiary,6,209,73,32.792474474524646,45.56871622242456,35%,45.51517172390797,64.71045904190285,55.11
4276,Willis Avenue,tertiary,1,576,147,60.651369479689606,60.651369479689606,26%,56.129821051461604,54.07358008224964,55.10
4277,East Avenue S,primary,76,101590,2640,40.52400662,48.84414911833741,3%,88.40724686006448,21.773924641547183,55.09
4278,West Aliso Street,primary,1,470,128,60.701487675100445,60.701487675100445,27%,54.10136712237412,56.074246971212624,55.09
4279,"['North Record Avenue', 'Nevada Avenue']",residential,1,90,40,61.28223226,61.28223226,44%,37.51250416805602,72.66310992553073,55.09
4280,Hollyridge Drive,residential,3,289,92,29.547112495858286,37.54677698238345,32%,48.73291097032344,61.43158830721352,55.08
4281,South Park Avenue,tertiary,10,280,90,47.85765597200064,47.85765597200064,32%,48.360564632655326,61.80393464488163,55.08
4282,Kornblum Avenue,residential,14,1584,282,39.912266308997765,67.77337387338473,18%,65.58852950983662,44.559297543625654,55.07
4283,South Alma Street,residential,7,127,51,32.15112068,56.95557021976829,40%,40.49127486940091,69.62320773591198,55.06
4284,Encanto Parkway,tertiary,8,10814,852,38.334833398765426,63.11838544233484,8%,77.91486050905857,32.1996221,55.06
4285,Mapledale Street,tertiary,55,1569,280,32.084989068917835,61.849612,18%,65.46626653328887,44.61487162387463,55.04
4286,Roscomare Road,residential,18,12159,912,29.039596158718755,60.02322143054035,8%,78.63732355229521,31.421584972768702,55.03
4287,Mountain Avenue,secondary,42,9617,796,32.31157348461073,43.59839246,8%,77.30910303434479,32.71090363454485,55.01
4288,Carob Way,residential,1,43,23,61.12456877469364,61.12456877469364,53%,31.11037012337446,78.88184950539069,55.00
4289,West Avenue 37,residential,9,43,23,54.80097507733516,62.35705873017199,53%,31.11037012337446,78.88184950539069,55.00
4290,Barrydale Street,residential,16,227,77,34.50739556621032,53.57029495,34%,46.29320884739357,63.69901078137157,55.00
4291,Carmelita Avenue,residential,52,4979,541,27.100008610048953,34.57482020097396,11%,73.40224519284206,36.58997443592308,55.00
4292,Altano Street,residential,2,3398,438,43.77855693009347,58.89394363373623,13%,70.92364121373791,39.057463598977435,54.99
4293,"['East Alameda Street', 'East Harry Bridges Boulevard']",primary,1,416,117,60.674340319252906,60.674340319252906,28%,52.661998443925754,57.313548960764706,54.99
4294,East Nugent Street,residential,5,442,122,46.69704386177401,59.196062380447216,28%,53.30665777481383,56.663332221851725,54.98
4295,Cedar Street,residential,4,46,24,54.54603356248486,57.933501507722376,52%,31.677225741913972,78.20940313437814,54.94
4296,Ramona Road,residential,5,287,91,54.66809225089169,54.77960523568082,32%,48.566188729576524,61.30932533066578,54.94
4297,"['Raymond Avenue', 'Los Olivos Lane']",residential,1,547,141,60.53254759140306,60.53254759140306,26%,55.55185061687229,54.31810603534512,54.93
4298,Waddell Street,residential,6,138,54,37.03870377640603,60.52962403,39%,41.29154162,68.55062798710682,54.92
4299,South Broadmoor Avenue,residential,5,79,36,23.224771753385067,13.547783522807954,46%,36.32877625875292,73.51339335,54.92
4300,Ferndale Street,residential,12,138,54,50.91309087264131,65.17516309,39%,41.29154162,68.55062798710682,54.92
4301,El Molino Avenue,tertiary,44,13279,952,31.765287188650202,54.59395908684648,7%,79.00411248193842,30.832499722129597,54.92
4302,1st Avenue,secondary,28,9136,768,39.61060250423917,48.99095366572834,8%,76.90896965655219,32.89985550739135,54.90
4303,Germain Street,residential,2,26,16,58.00700819432495,58.00700819432495,62%,27.664777147938203,82.13293319995554,54.90
4304,Adwen Street,residential,12,2949,406,41.79589504136143,71.21357033671075,14%,69.86773368900745,39.92441925,54.90
4305,21st Street West,residential,22,2801,393,24.421685383787676,41.47834058654995,14%,69.50094475936423,40.280093364454814,54.89
4306,Ridgecrest Street,tertiary,8,2072,324,35.76622367750612,57.98466383220428,16%,67.38912971,42.364121373791264,54.88
4307,Winlock Drive,residential,12,16780,1068,37.379716331013974,61.59045916620029,6%,80.24897188,29.498721796154275,54.87
